Year,Event,Trophy,Event Descriptions,Race Label,Finish Place,Club Name,Adj Time,Cox,Bow,2,3,4,5,6,7,Stroke,Coach,Seconds
2025,38,,Men's Collegiate Novice B 8+,Prelim,0,University of California - Irvine,0.000,"Suwan, Jason","Gonzalez, Michael","Kaddeche, Youssef","Jacoby, Ethan","Shows, Nicholas","Aguirre, Bryan","Zou, Xianwei","Rios, Eduardo","Garcia, Andre",,0
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 1,3,University of Southern California,7:10.459,"Cuesta, Anna","Kwon, Seojoon","Jin, Zhenghan","Cardoso, Gustavo","Rogers, Mason","Balon, Damian","Thomas, Brandon","Barel Azzoaglio, Pietro","McCauley, Jack",,430.459
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 3,4,Community Rowing of San Diego,8:38.822,,"Ober, Dylan","Wilson, Piper","Roy, Barbara",,,,,"Valdez, Florentina",,518.822
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 4,4,San Diego State Rowing,6:53.073,"Pearce, Norah","Ng, Christopher","Wong, Connor","DiPietro, Joseph","Mountain, Nicholas","Wenzel, Nathaniel","Wenzel, Luke","DeGraffenreid, Trenton","Mini, Vincent",,413.073
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 2,4,San Diego State Rowing,7:06.384,"Ochoa, Valeria","Watt, Rowan",,"Pellegrini, Ethan","Yu, Jonathan","murphy, jack","Ramirez, Diego","Heringer, Daniel","Suder, Crayton",,426.384
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 4,4,Utah Crew,6:53.061,,"Agarwal, Kavi","Child, Talmage","Perreca, Tagg",,,,,"Mahan, Shaler","Canavan, Rob",413.061
2025,29,,Men's Youth B 4X,Final B,2,Utah Crew,7:30.892,,"Trias, Santiago","Snowder, Tadd","Neugebauer, Stefan",,,,,"Neugebauer, Frederick","Canavan, Rob",450.892
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final A,3,Utah Crew,7:11.972,,"Khor-Brogan, Roisin","Horsley, Tate","Guevara, Elena",,,,,"Hilker, Emily","Canavan, Rob",431.972
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final B,1,RowLA,7:58.499,,"Romero, Luca","Rhodes, Nevaeh","Basmajian, Nora",,,,,"Demmer, Lucie","Motta, Henrique",478.499
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 1,3,Connecticut Boat Club,7:14.386,"Murray, Allison","Busby, Leighton","LeBaron, Brooke","Kearns, Sophia","Charnin, Christina","Estabrook, Katie","MacDonald, Kate","Keszti, Filippa","McCoy, Isobel","Baranoski, Steve",434.386
2025,75,Kearney Johnston Memorial Cup,Women's Masters E 8+ Kearney Johnston Cup (55-59) ,Final,4,Olden Bears Rowing Club,7:49.131,"Dwyer Petersen, Chelsea","Weller, Heidi","Velez, Pauline","Denison, Nancy","Miles, Liz","Harty, Keely","Nordquist, Sharlene","Seehusen, Ashley","Nelson, Heidi",,469.131
2025,1,,Mixed Masters Club 8+,Heat 1,3,Olden Bears Rowing Club,7:23.762,"miano, Natalia","Hayward, Jean","Cafaro, Erin","Denison, Nancy","Velez, Pauline","geffs, Tolman","calandro, brian","Wickliffe, Noah","Davies, Douglas",,443.762
2025,14,Cathy Kemper Cup,Women's Masters G 8+ Cathy Kemper Cup (65-69),Final,2,Olden Bears Rowing Club,8:29.873,"miano, Natalia","Hayward, Jean","Toro, Jane","Denison, Nancy","O'Neill, Barb","Thorn, Rose","Velez, Pauline","Weller, Heidi","Miles, Liz",,509.873
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final A,3,UCLA Rowing,6:30.387,,"McGhee, Colin","Shores, Peter",,"Krebs, Reid",,,,,,390.387
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Final,4,UCLA Rowing,6:25.977,"Campo Martins, Maria","Murphy, Dillon","Rabinowitz, Ronen","Root, Christopher","Herro, Joseph","Foster, Jackson","Ray, Dante","Cowger, Zachary","Deverell, Wyatt",,385.977
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Heat 1,4,UCLA Rowing,6:30.118,"Campo Martins, Maria","Murphy, Dillon","Rabinowitz, Ronen","Root, Christopher","Herro, Joseph","Foster, Jackson","Ray, Dante","Cowger, Zachary","Deverell, Wyatt",,390.118
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 3,4,Loyola Marymount University Crew,7:07.808,"Fitzgerald, Athena","Alghannam, Khaled","Thompson, Sorin","Alvarez, Nicolas","Donlin, Ethan","Jhangiani, Armaan","Ramirez, Gabriel","Kochoa, Alexander","Malloy, Joey",,427.808
2025,40,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Final A,4,University of Victoria Rowing Club,7:21.228,"Sellars, Madeline","Zander, Erica","Espenell, Jordyn","Coughlin, Avery","Simons, Mia","Cheah, Calla","Davis, Lucy","scholz, violet","Boeck, Mia","Langerfeld, York",441.228
2025,79,Copley Cup,Men's Varsity 8+ Copley Collegiate Cup Invitational,Final,3,Isla Vista Rowing Club,6:45.243,"Morales, Alivia",,"Qiu, Chongxu","McGrath, Coleman","Hudson, Kenneth","Breinyn, Isaac","Bahr, Cody","Schlitz, Kyle","Pearson, Joseph",,405.243
2025,19,,ACRA Women's Collegiate 8+ Invitational,Final,4,Arizona State University,8:16.624,"McDonough, Zachary","Sirigineedi, Niyathi","Vaddey, Harshini","Doebbeling, Gwyneth","Parikh, Kinnari","Cherney, Eva","Urdoi, Gabriella","Lauritano, Victoria","Chen, Gabriela",,496.624
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 1,1,UCLA Rowing,6:23.031,,,,,,,,,,,383.031
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 2,4,Arizona State University,7:06.862,"Daimonji, Kacey","Warner, Blake","Wright, Robert","Ruan, Juan","Ellis, Brady","Kroubalkian, Griffin","Morano, Giancarlo","Mueck, Zackery","Vineyard, Kincaid","Slack, Carmen",426.862
2025,81,,Women's DII/DIII/Club Collegiate 4+,Final,6,Arizona State University,9:57.002,"Daimonji, Kacey","Parikh, Kinnari","Doebbeling, Gwyneth","Cherney, Eva",,,,,"Sirigineedi, Niyathi",,597.002
2025,1,,Mixed Masters Club 8+,Heat 2,4,Mt. Baker Crew,7:35.453,"Moravec, Barbara","Arvidson, Amy","Jacks, Alex","NOONAN, ED","Nebel, Bob","Yruretagoyena, Kevin","Leung, Emily","Deering, Maura","Lewis, Dan","Hestad, Vincent",455.453
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final A,6,Newport Sea Base Rowing,6:39.225,"Lee, Russell","Schnore, Adam","Campbell, Ryan","Andrade, Antonio","Simpson, David","Hoyt, Maverick","Acevedo, Linden","Centra, Shayne","Klein, Gavin",,399.225
2025,88,,Women's Masters 4x Foundation Challenge Dash,Final,4,Newport Sea Base Rowing,2:25.627,,"Johnston, Ann","Stewart, Shannon","Jambagi, Ashwini",,,,,"Anderson, Stella",,145.627
2025,67,,Women's Youth 8+,Heat 4,4,Arizona Junior Rowing Inc.,8:33.610,"Gross, Eliana","Vital, Niyellie","Reithinger, Ella","Janusek, Sienna","Breedlove, Violet","Taylor, Madeline","Erskine, Madailein","Dentz, Norah","Papez, Miranda","Stricklin, Geoffrey",513.61
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Heat 1,4,Arizona Junior Rowing Inc.,8:14.236,"Yparraguirre, Ava","Boyle, Ella","Baker, Ella","Carbajal, Sofia","Wand, Baylor","Karlen, Natalie","Robaina, Sophie","Alcaraz Cinco, Shelsia","Castro, Isabella","Stricklin, Geoffrey",494.236
2025,24,,Women's U17 4X,Prelim,4,Arizona Junior Rowing Inc.,8:00.192,,"Boyle, Ella","Boyle, Cara","Robaina, Sophie",,,,,"Goforth, Sienna","Stricklin, Geoffrey",480.192
2025,24,,Women's U17 4X,Final,5,Arizona Junior Rowing Inc.,8:15.785,,"Boyle, Ella","Boyle, Cara","Robaina, Sophie",,,,,"Goforth, Sienna","Stricklin, Geoffrey",495.785
2025,18,,ACRA Men's Collegiate 8+ Invitational,Final,3,University of California - Santa Barbara,6:23.919,"Johnson, Eva","Padilla, Karson","Svendsen-Conn, Alexander","Bombwal, Arjun","Busche, Benjamin","Bowser, Andrew","RICHARDSON, LUTHER-Clinton","Eldredge, Holden","Duffy, Liam",,383.919
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Final,4,University of California - Santa Barbara,7:52.388,"Swartzlander, Kathryn","Strawn, Abigail","Jeter, Grace","Clark, Catherine","Howden, Olive","Carlson, Amanda","Haggard, Sophia","van der Poel, Nicolette","Greer, Eleanor",,472.388
2025,82,,Women's DII/DIII/Club Collegiate Novice 8+,Final,3,Orange Coast College,8:12.009,"Thai, Margrett","Cordeiro, Serena","Pescevic, Saelah","Henry, Kathryn","Kettler, Klara","Jaime, Irais","Welch, Morgan","Pinedijan, Sylva","Rosas, Katelyn De",,492.009
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final B,3,Cal State Long Beach Crew,6:30.429,"Hobbs, Riley","Dupras, Rowan","Boppell, Andres","Panting, Sean","reilly, colin","Wilhelm, Cooper","Popp, Vaughan","Gibbs, Daniel","Hunter, Jacob","Erwin, Scott",390.429
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Prelim,3,Cal State Long Beach Crew,7:37.402,"Reynoso, Celeste","Dale, Cecilia","Purdy, Morgan","Jaques, Julia","Nieto, Lupita","Arendt, Megan","Bogonovich, Ruby","Bennett, Raquel","Hartman, Bailey","Ivanov, Aleksei",457.402
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Final,3,Cal State Long Beach Crew,7:33.227,"Reynoso, Celeste","Dale, Cecilia","Purdy, Morgan","Jaques, Julia","Nieto, Lupita","Arendt, Megan","Bogonovich, Ruby","Bennett, Raquel","Hartman, Bailey","Ivanov, Aleksei",453.227
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Final B,3,Santa Clara University Rowing,7:26.533,"Schaer, Eliana","Williams, Madison","Chapelle, Addie","Trbovic, Gabriela","Darby, Daisy","Fitzgerald, McKenzi","Kahler, Elise","McConaghy, Olivia","Jacks, Jemma",,446.533
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 4,3,Cal State Long Beach Crew,6:34.303,"Hobbs, Riley","Dupras, Rowan","Boppell, Andres","Panting, Sean","reilly, colin","Wilhelm, Cooper","Popp, Vaughan","Gibbs, Daniel","Hunter, Jacob","Erwin, Scott",394.303
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 1,2,University of California - Santa Barbara,6:24.870,"Johnson, Eva","Padilla, Karson","Svendsen-Conn, Alexander","Bombwal, Arjun","Busche, Benjamin","Eldredge, Holden","RICHARDSON, LUTHER-Clinton","Bowser, Andrew","Duffy, Liam",,384.87
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 2,3,University of California - Santa Barbara,7:00.621,"Christodoulou, Marie","Basle, Vincent","Bayard, Benjamin","Maeda, Hayden","Osborne, Shane","Sierra, Rafael","Bortsvadze, Tornike","Walter, George","sujit, yash",,420.621
2025,38,,Men's Collegiate Novice B 8+,Prelim,3,University of California - Santa Barbara,8:33.717,"Manu, Shravya","Duvison, Luka","Kulkarni, Pratik","Richards, Ezra","Mendoza, Christian","Wayani, Sean","Mansbach, Joseph","Storey, Drew","Bernstein, Noah",,513.717
2025,38,,Men's Collegiate Novice B 8+,Final A,3,University of California - Santa Barbara,8:01.199,"Manu, Shravya","Duvison, Luka","Kulkarni, Pratik","Richards, Ezra","Mendoza, Christian","Wayani, Sean","Mansbach, Joseph","Storey, Drew","Bernstein, Noah",,481.199
2025,81,,Women's DII/DIII/Club Collegiate 4+,Final,3,University of California - Santa Barbara,8:55.347,"Gray, Chloe","Rodriguez, Carlie","Brakeman, Callan","Murphy, Ingrid",,,,,"Moholt, Kelsey",,535.347
2025,82,,Women's DII/DIII/Club Collegiate Novice 8+,Final,4,University of California - Santa Barbara,8:23.835,"Valencia, Mateo","Davila, Kassandra","Jordahl, Maranda","Ortega, Aleena","Koven, Tilda","Overmyer, Allyson","Greer, Eleanor","Palmer, Jillian","Miller, Darcie",,503.835
2025,16,Susan Francia Cup,Women's Alumnae 8+ Susan Francia Trophy,Final,1,USC Alumni,7:02.179,"Lau, Olivia","Adair, Shelby","Medelinskaite, Ieva","Miladinovic, Jelena","Downes, Brooke","Passanisi-Boullet, Olivia","Gibson, Lindsay","Clarin, Sara","Bene, Dori",,422.179
2025,66,,Mixed 4x Survivor Row,EXH,1,Survivor Rowing Network,4:30.655,,"Griffin, napoleon",,"Watson, Declan",,,,,"lynch, daniel",,270.655
2025,28,,Women's Youth B 4X,Final B,4,Arizona Junior Rowing Inc.,9:41.969,,"Janusek, Sienna","Reithinger, Ella","Breedlove, Violet",,,,,"Taylor, Madeline","Stricklin, Geoffrey",581.969
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 1,3,Arizona Junior Rowing Inc.,7:51.840,,"Dentz, Norah","Strickbine, Sarah","Erskine, Madailein",,,,,"Papez, Miranda","Stricklin, Geoffrey",471.84000000000003
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Final,3,Arizona Junior Rowing Inc.,8:00.029,"Yparraguirre, Ava","Moshiri, Olivia","Minnitti, Madison","Perry, Emma",,,,,"Aldrete, Lauren","Stricklin, Geoffrey",480.029
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 1,5,Isla Vista Rowing Club,7:01.323,"Hart, Margaux","Qiu, Chongxu","Bright, Jackson","Angeleri, Luca","Lilya, Nicholas","Stewart, Ryan","Kletzer, Benjamin","Breinyn, Isaac","Hiney, Ciaran",,421.323
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 2,3,Channel Islands Rowing Club,7:56.287,,"Caliari, Isabella","Stouch, Miera","Laakmann, Sarah",,,,,"Soto, Clover",,476.287
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Final,3,Newport Sea Base Rowing,6:43.375,"Ceurvorst, Ava","Lu, Justin","Kim, Alexander","McDermott, Dylan","Pflueger, Philip","Walker, Jake","Liu, Shiyao","Lu, Eric","Nguyen, Holden",,403.375
2025,20,,Women's U16 8+,Final,3,Newport Sea Base Rowing,7:53.123,"Huang, Olivia","Kim, Heim","Cole, Margaret","Lian, Audrey","Rocha, Lily","Swaroop, Naya","Levassiur, Abella","Sletten, Jolie","Pietakova, Klara",,473.123
2025,20,,Women's U16 8+,Prelim,3,Newport Sea Base Rowing,7:39.001,"Huang, Olivia","Kim, Heim","Cole, Margaret","Lian, Audrey","Rocha, Lily","Swaroop, Naya","Levassiur, Abella","Sletten, Jolie","Pietakova, Klara",,459.001
2025,12,Kaboomer Trophy,Men's Masters G 8+ Kaboomer Trophy (65-69),Final,1,RCA Alumni Association,7:00.687,"Pankratz, Jack","Cherwinski, Robert","Hardy, Paul","Lesnau, Roman","Frisch, Steve","Monckton, Phillip","Chataway, Harold","LaForme, Mel","Forgeron, Michael",,420.687
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final B,3,Arizona State University,9:29.486,"Stark, Andrew","Luis, Stephen","Xie, Haotong","Glover, Noah","Harnisch, Erikson","Scalabrine, Lance","St Peter, JP","Dikyurt, Ahmet","Poole, Asher","Behal, Bruce",569.486
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Final B,4,Crimson Death Barge,7:13.937,"Ellis, Mark","Mah, Glenn","Sobieszczyk, Piotr","Chao, Dustin","Guerra, Jose","Ma, John","Dettmer, Ethan","Fonstad, Diego","Caughey, Thomas",,433.937
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Heat 1,6,Crimson Death Barge,6:46.312,"Ellis, Mark","Mah, Glenn","Sobieszczyk, Piotr","Chao, Dustin","Guerra, Jose","Ma, John","Dettmer, Ethan","Fonstad, Diego","Caughey, Thomas",,406.312
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Final B,2,TBC Racing,7:49.029,"Putnam, Abigail","Michaelidis, Tessa","Rosenberg, Galit","Hamilton, Sophie","Glomazic, Zova","Capelli, Francesca","Hogan, Eliza","Dauchy, Abigail","Krustapentus, Emily","Russell, Charles",469.029
2025,67,,Women's Youth 8+,Heat 2,2,Connecticut Boat Club,7:09.401,"Khamish, Izzy","Weneck, Reagan","Morgenstern, Kamryn","Surette, Norah","Dranchak, Sophia","Bell, Sophie","Calderwood, Camilla","Mickelborough, Charlotte","Sisca, Layla","Trond, Lizabeth",429.401
2025,67,,Women's Youth 8+,Heat 1,3,TBC Racing,7:17.013,"Ferris-Artiga, Mia","Johnson, Merit","Bartos, Elizabeth","Corbett, Keegan","Hooff, Olivia","Anderson, Harper","Smith, Ella","Schechter, Leah","Davis, Julianna","Russell, Charles",437.013
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 4,3,RowLA,7:38.119,,"Romero, Luca","Rhodes, Nevaeh","Basmajian, Nora",,,,,"Demmer, Lucie","Motta, Henrique",458.119
2025,19,,ACRA Women's Collegiate 8+ Invitational,Final,2,San Diego State Rowing,7:40.946,"DiProfio, Diana","Ely, Cam","Kreuzer, Victoria",,"Ochoa, Valeria","Colbert, Kendall","Provencio, Daniella","Ross, Samantha","Nelson, Taylor",,460.946
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Final B,2,Cathedral Catholic High School Crew,7:06.831,"Calderon, Sabrina","Welch, Preston","Miles, Kade","Fiedler, Riley","Serena, Gustavo","Beebe, Ben","Steele, Liam","Sanchez, Diego","MacNab, Jacob","Kiser, Jeffrey",426.831
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 2,2,University of San Diego Alumni,6:30.181,"MURPHY, FIONA",,"Uetrecht, Luke",,"Danz, Parker",,,,"McLaren, Gavin",,390.181
2025,28,,Women's Youth B 4X,Heat 1,4,Utah Crew,7:47.913,,"Maughan, Emily","Parker, Katherine","Anderson, Elizabeth",,,,,"Englund, Regina","Canavan, Rob",467.913
2025,58,,Mixed Inc PR2 2x,Final,1,Community Rowing of San Diego,15:31.496,,"Quesa de Santillan, MONICA",,,,,,,"Fajardo, Francisco Javier",,931.496
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 1,4,University of California - Irvine,7:12.730,"Plata, Melissa","Gonzalez, Luis","Lin, Maximillian","Whitaker, Joseph","Rolea, Alex","Mangunsong, Bradley","Liu, Oliver","Gonzalez, Eugenio","Gass, William",,432.73
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final A,8,Oakland United Rowing,7:33.422,,"Buluswar, Anushka","Mackintosh, Serafina","Zentner, Maya",,,,,"Brunato, Sadie","Strayer, Ann",453.422
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 3,1,Oakland United Rowing,7:30.517,,"Buluswar, Anushka","Mackintosh, Serafina","Zentner, Maya",,,,,"Brunato, Sadie","Strayer, Ann",450.517
2025,8,,Women's Masters Club 4X,Heat 2,7,Community Rowing of San Diego,9:14.815,,"Hilton, Jaimie","Wilson, Samantha","Slezak, Maria",,,,,"Valdez, Miriam",,554.815
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 2,2,Newport Sea Base Rowing,6:18.208,"Lee, Russell","Schnore, Adam","Campbell, Ryan","Andrade, Antonio","Simpson, David","Hoyt, Maverick","Acevedo, Linden","Centra, Shayne","Klein, Gavin",,378.20799999999997
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Final A,3,North Dakota Indoor Rowing Team,6:10.993,"Kit, Kristen","McCall, Ned","FROST, David","McKiernan, Stephen","Parkes, Michael","Wagener, David","McCabe, Conlin","Schrijver, Tim","Kusurin, Ante",,370.993
2025,18,,ACRA Men's Collegiate 8+ Invitational,Final,0,University of California - Irvine,0.000,"Singh, Aditya","Pusztai, Jackson","Apelgren, Nathan","Crook, Miles","Berry, Jack","Remley, Matthew","Dunn, Gavin","Irvine, Colby","Choi, Jacob",,0
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Prelim,6,University of California - Irvine,8:58.076,"Garcia, Kayla","Koo, Chloe","Lilly, Solana","Fried, Ella","Corliss, Mackenzie","Catlett, Annika","Yang, Yimin","VanDenburgh, Emily","Mayes, Olivia",,538.076
2025,6,Founders Cup,Men's Masters D 8+ Founders Trophy (50-54) ,Final,5,"Ever Green Boat Club, Inc",7:10.758,,"Heneghan, Colin",,"Betzer, Evan","Stanitski, Mike","Parizeau, Ernie","Stevens, Spencer","Levy, Elad",,,430.758
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Final B,3,Cathedral Catholic High School Crew,8:43.963,"Repetti, Angelina","Stevens, Madison","Nies, Annika","Mullen, Chloe","Zimmerman, Sienna","Cena, Abby","Stidman, Sofia","Edson, Sophia","Milligan, Lyla","Kiser, Jeffrey",523.963
2025,23,,Men's U16 4X+,Prelim,4,Cathedral Catholic High School Crew,8:01.316,"MacDonald, Peter","Sakata, Lawrence","Podegracz, Owen","Ebreo, Logan",,,,,"Usuka-Ternero, Christopher","Kiser, Jeffrey",481.316
2025,67,,Women's Youth 8+,Heat 4,3,Capital Crew,7:45.691,"Kaplan, Sayomi","Holloway, Tailer","Schaedler, Teagan","Sheets, Alexandria","Kaneshiro, Lorena","Levermore, Ava","Lafontaine, Ava","Linklater, Anneles","Zhang, Vicky",,465.69100000000003
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 2,4,Capital Crew,6:24.848,"Hartman, Benjamin","Khan, Hamza","Nesvaderani Flores, Darius","Sansone, Lucas","Adler, Michael","Doherty, Luke","Goertz, Ryan","Trumbauer, Noah","Pierson, Austin",,384.848
2025,8,,Women's Masters Club 4X,Final A,6,"Halifax Rowing Association, Inc.",7:47.000,,"Smith, Linda","Kiely, Debbie","Heller, Katherine",,,,,"Oppenheimer, Dimund",,467.0
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final B,2,Long Beach Junior Crew,8:00.608,,"Brown, Sierra","Chang, Ashley","Conboy, Maeve",,,,,"Leshney, Nora",,480.608
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final B,2,University of Southern California,6:26.235,"Janak, Nathan","Le, Jadden","Kasicki, Ethan","Holemon, Jude","Fiorante, Matteo","Muratori, Nino","Perkins, John","Rogers, Robert","Kim, Kaden",,386.235
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 3,3,University of Southern California,6:26.050,"Janak, Nathan","Le, Jadden","Kasicki, Ethan","Holemon, Jude","Fiorante, Matteo","Muratori, Nino","Perkins, John","Rogers, Robert","Kim, Kaden",,386.05
2025,24,,Women's U17 4X,Prelim,3,Long Beach Junior Crew,7:59.141,,"Parker, Ryann","Nweke, Eberechukwu","Anderson, Schaefer",,,,,"Becksfort, Hadley",,479.141
